korean,actual translation,Google translation,DeepL translation,bleurt_score,comet_score
그 후 프로젝트는 1년 만에 제작자가 5명에서 50명으로 늘어나게 되었습니다.,And the project soon grew from five to 50 weavers in about a year.,"After that, the project grew from 5 to 50 creators in just one year.",,-0.07195238023996353,0.8810402750968933
"곧 우리는 우리가 사용할 수 있는 폐전선을 다 소모해 버리게 되었고, 선 제조업자에게 압력을 넣어 우리를 지원하고, 케이블 얼레에 감겨있는 케이블을 공급할 뿐 아니라 우리에게 필요한 색상도 생산하라고 했습니다.","Soon we had outgrown the scrap yards, what they could provide, so we coerced a wire manufacturer to help us, and not only to supply the materials on bobbins, but to produce to our color specifications.","Soon we were running out of all the scrap wire we could use, so we put pressure on wire manufacturers to support us, not only supplying us with cables on cable reels, but also producing the colors we needed.",,0.23382568359375,0.8531777858734131
"동시에, 저는 이곳이 민족적인 것에서 벗어나 좀 더 현대적인 제품을 생산할 수 있는 많은 가능성이 있다고 생각하게 되었습니다.","At the same time, I was thinking, well, there's lots of possibility here to produce contemporary products, away from the ethnic, a little bit more contemporary.","At the same time, I started to think that there was a lot of potential here to move away from ethnic and produce more modern products.",,0.48600322008132935,0.854439377784729
"그래서 저는, 수출과 내수 시장 모두를 만족시킬 수 있고, 훨씬 고급스러운 장식품 시장에 걸맞는 다양한 대량생산 제품들을 개발했습니다.",So I developed a whole range around -- mass-produced range -- that obviously fitted into a much higher-end decor market that could be exported and also service our local market.,"So, I developed a variety of mass-produced products that could satisfy both the export and domestic markets, and were suitable for the much more luxurious decoration market.",,0.35883405804634094,0.8521726727485657
"여러분들께서 지금 보시다시피, 저희는 모양과 형태, 그리고 매우 중요해진 크기에 대해 여러 실험을 해보았고, 그러한 결과물이 우리의 Pet Project(작고 개인적이지만 의미있는 프로젝트)가 되었습니다. 그것은 성공적이었고, 현재 12년째 진행되고 있으며, 저희는 Conran Shop(세계적인 가구 쇼핑몰)과 Donna Karan(DKNY 창립 디자이너의 쇼핑몰)에 납품하고 있습니다. 대단한거죠.","We started experimenting, as you can see, in terms of shapes, forms. The scale became very important, and it's become our pet project. It's successful, it's been running for 12 years. And we supply the Conran shops, and Donna Karan, and so it's kind of great.","As you can see, we experimented with shape, form, and, very importantly, size, and the result became our Pet Project (a small, personal, but meaningful project). It was a success and has now been running for 12 years, with us supplying to Conran Shop (a global furniture shopping mall) and Donna Karan (the shopping mall of the founding designer of DKNY). That's great.",,-0.08916857838630676,0.7841499447822571
"이게 저희 그룹이고, 저희 주요 제작자들입니다.","This is our group, our main group of weavers.","This is our group, our main producers.",,-0.399466872215271,0.7980278730392456
"이 분들은 일주일 단위로 더반에 오시고,",They come on a weekly basis to Durban.,"These people come to Durban on a weekly basis,",,0.7155532836914062,0.909296989440918
모두 은행 계좌를 갖고 계십니다.,They all have bank accounts.,Everyone has a bank account.,,0.7110150456428528,0.8881567120552063
다들 각자의 출신지역으로 다시 이사를 가셨습니다.,They've all moved back to the rural area where they came from.,Everyone moved back to their hometown.,,0.3625861406326294,0.8789907097816467
생산은 일주일 단위로 이루어집니다.,It's a weekly turnaround of production.,Production takes place on a weekly basis.,,0.18471021950244904,0.8262655138969421
이것이 처음에 보여드렸던 슬라이드에 있던 마을의 현재 모습입니다.,This is the community that I originally showed you the slide of.,This is what the village looks like in the slide I showed you today.,,-0.023485325276851654,0.7923943996429443
"마을 또한 매우 현대화되었고, 300명의 제작자가 살고 있습니다.","And that's also modernized today, and it's supporting work for 300 weavers.",The village is also very modernized and is home to 300 makers.,,-0.15153686702251434,0.6368452906608582
"이상입니다. (화면에는 ""이 프로젝트에 참여함으로써 제 삶과 제 아이들의 삶이 바뀌었습니다. - 야헤니 음키제""라고 써있음)",And the rest says it all.,"That's it. (The screen reads: ""Participating in this project has changed my life and the lives of my children - Yaheni Mkhize"")",,-1.1922640800476074,0.6222884058952332
감사합니다.,Thank you very much.,thank you,,0.6930014491081238,0.9126184582710266
여러분들중 저를 아시는 분들께서는 제가 우주의 미개척의 영역을 열어가는것에대해 얼마나 열정적인지 아시죠.,Those of you who know me know how passionate I am about opening the space frontier.,Those of you who know me know how passionate I am about opening up unexplored frontiers of space.,,0.4269740879535675,0.9294983148574829
"제가 이 세계의 중력전문가에게 무중력의 경험을 줄 기회를 얻었을때, 정말 믿기 힘들었습니다.","So when I had the chance to give the world's expert in gravity the experience of zero gravity, it was incredible.","When I got the opportunity to give the world's gravity experts the experience of weightlessness, it was incredible.",,0.30821773409843445,0.8869649767875671
그래서 그 이야기를 하고 싶군요.,And I want to tell you that story.,So I want to talk about that.,,0.559982180595398,0.8111366629600525
제가 그를 처음 만난 것은 유전체학을 위한 집정관 엑스 상 수상을 통해서였습니다.,I first met him through the Archon X PRIZE for Genomics.,The first time I met him was through his acceptance of the Archon X Prize for Genomics.,,0.30592915415763855,0.8933576941490173
"그건 우리가 개최하는 시합인데요, 그 두번째 엑스상 수상 (X Prize)은, 10일이내에 100개의 인간 유전체를 순서대로 배열하는 첫번째 팀에게 주기 위한거였죠.","It's a competition we're holding, the second X PRIZE, for the first team to sequence 100 human genomes in 10 days.","It's a competition we're holding, and the second X Prize is for the first team to sequence 100 human genomes within 10 days.",,0.8466769456863403,0.9110427498817444
"우리에게는 게놈 100 이라 부르는게 있는데, 100명의 개인들이 그 시합의 일부분으로서 유전체를 순서배로 배열했죠.",We have something called the Genome 100 -- 100 individuals we're sequencing as part of that.,"We have something we call Genome 100, where 100 individuals had their genomes sequenced as part of the competition.",,0.038202062249183655,0.8630240559577942
크레이그 벤터 (Craig Venter)가 그 이벤트를 이끌고 있습니다.,Craig Venter chairs that event.,Craig Venter is leading the event.,,0.6548177003860474,0.9190196990966797
"그래서 제가 호킹 교수를 만났는데, 그가 말하길 그의 꿈은 우주속으로 여행을 하는거라고 했습니다.","And I met Professor Hawking, and he said his dream was to travel into space.","So I met Professor Hawking, and he said his dream was to travel into space.",,0.8958612680435181,0.9531974196434021
"그래서 제가 말했죠. ""교수님을 그곳에 데려갈 수는 없어요 하지만 무체중상태로 만들어 무중력공간으로 데려가게 할 수는 있죠."" 라고 말했죠","And I said, ""I can't take you there, but I can take you into weightlessness into zero-g.","So I said. “We can’t take you there, Professor, but we can make you weightless and take you to a zero-gravity space.” I said",,0.13794052600860596,0.8286615014076233
"그러자 그는 바로 그 자리에서 ""두 말할 것도 없이 예스""라고 하더군요.","And he said, on the spot, ""Absolutely, yes.""","And he said right then and there, “Without a question, yes.”",,0.3796408474445343,0.9053177237510681
"지구상에서 무중력을 경험하는 오직 한가지 방법은 실제로 파라볼라 형 비행, 무체중 비행을 하는거죠.","Well, the only way to experience zero-g on Earth is actually with parabolic flight, weightless flight.","The only way to experience weightlessness on Earth is to actually do parabolic flight, or weightless flight.",,0.3486292064189911,0.8622104525566101
"사람이 비행기에 타서, 공중의 꼭대기로 날아가면, 그사람은 25초 동안 무체중인 상태로 됩니다.","You take an airplane, you fly over the top, you're weightless for 25 seconds.","When a person gets on an airplane and flies high into the air, he or she becomes weightless for 25 seconds.",,0.16595113277435303,0.8294059634208679
"되돌아 내려오면, 그사람은 몸무게가 두배가 되죠.","Come back down, you weigh twice as much.","When he comes back down, he doubles his weight.",,-0.1431708037853241,0.8047896027565002
"그걸 계속하게 되면,",You do it again and again.,"If you keep doing that,",,-0.002789124846458435,0.6738351583480835
10분 동안의 무체중 상태를 8번 경험 할 수 있죠. 그게 미국항공우주국 이 그들의 우주 비행사들을 오랫동안 훈련시켰던 방법입니다.,"You can get eight, 10 minutes of weightlessness -- how NASA's trained their astronauts for so long.",You can experience weightlessness eight times for 10 minutes. That's how NASA has trained its astronauts for a long time.,,0.5140749216079712,0.8613724112510681
우리가 이 방법을 이용하도록 설계했었죠.,We set out to do this.,We designed it to work this way.,,-0.09255948662757874,0.7277106642723083
그걸 작동시킬수 있게 되는데는 11년이 걸렸습니다.,It took us 11 years to become operational.,It took 11 years to get it working.,,0.32765617966651917,0.9111962914466858
그래서 우리는 우리가 스티븐 호킹 교수를 비행시킬 것이라고 발표를 했죠.,And we announced that we were going to fly Stephen Hawking.,So we announced that we were going to fly Professor Stephen Hawking.,,0.5991858243942261,0.9300570487976074
"한 정부기관과 한 회사의 비행기 조종사가 있었는데, 그사람들이 하는 말이, “당신 제정신이 아니군요, 그렇게 하다간 호킹 교수 죽을 수도 있습니다.""","We had one government agency and one company aircraft operator say, you're crazy, don't do that, you're going kill the guy.","There was a pilot from a government agency and a company who said, ""You're out of your mind. If you do that, Professor Hawking could die.""",,-0.42768704891204834,0.752704381942749
웃음 호킹교수는 가고 싶어했어요.,And he wanted to go.,Laughter Professor Hawking wanted to go.,,-1.0465781688690186,0.5407123565673828
우리는 노력 끝에 모든 허가를 받았죠.,We worked hard to get all the permissions.,"After a lot of effort, we got all the permits.",,0.364820271730423,0.8965919613838196
그래서 6개월 이후에 우리는 케네디 우주센터 (Florida주의 Cape Canaveral에 위치)에 자리를 잡았죠.,"And six months later, we sat down at Kennedy Space Center.","So six months later we were stationed at Kennedy Space Center (located in Cape Canaveral, Florida).",,-0.07631690800189972,0.8745024800300598
"기자회견을 가졌는데, 우리는 1회의 파라볼라 형 비행을 할 의도라고 발표했습니다— 그에게 25초 동안의 무중력상태를 제공하는거라구요.","We had a press conference, we announced our intent to do one zero-g parabola, give him 25 seconds of zero-g.",We had a press conference where we announced that we intended to do one parabolic flight — giving him 25 seconds of weightlessness.,,-0.0708664134144783,0.8031153678894043
만약 첫번째 비행이 대단히 성공적으로 끝나면 파라볼라 형 비행을 3회정도 할수 있겠다라구요.,"And if it went really well, we might do three parabolas.","If the first flight is very successful, we will be able to do about three parabolic flights.",,-0.30879640579223633,0.7893795371055603
우리가 그에게 왜 그가 무중력 비행을 하고 싶은지를 물었죠.,"Well, we asked him why he wanted to go up and do this.",We asked him why he wanted to fly in zero gravity.,,-0.5543659329414368,0.7771135568618774
"그가 말했던 것이, 제게는 굉장히 감동적이었어요.","And what he said, for me, was very moving.",What he said was very moving to me.,,0.6946941614151001,0.9391030669212341
"그가 말하길, “지구에서의 삶은 재앙으로 인해 휩쓸려 가버릴 위험이 항상 증가하는 상태에 있다.","He said, ""Life on Earth is at an ever-increasing risk of being wiped out by disaster ...","He said, “Life on Earth is always in a state of increasing risk of being swept away by catastrophe.",,0.4764705300331116,0.8617682456970215
내 생각에는 만약 우주로 진출하지 않는다면 인류의 미래는 존재하지 않는다.,I think the human race doesn't have a future if it doesn't go into space.,"In my opinion, if we don't go into space, there is no future for humanity.",,0.36303049325942993,0.8917757868766785
"그렇기 때문에 나는 우주에 대한 사람들의 관심을 북돋아 주고 싶다"" 라고요.","I therefore want to encourage public interest in space.""","That's why I want to encourage people's interest in space.""",,0.4572072923183441,0.9304727911949158
"우리는 그를 데리고 케네디 우주 센터로 와서 미국항공우주국의 차내의 위쪽으로, 무중력 비행기의 뒤쪽으로 데려갔습니다.","We took him out to the Kennedy Space Center, up inside the NASA vehicle, into the back of the zero-g airplane.","We brought him to the Kennedy Space Center, up in the NASA cabin, and into the back of a zero-gravity plane.",,0.48503369092941284,0.8441171050071716
"우리에게는 자선금을 베푼 20명이 있었는데-- 우리는 어린이 자선단체로 갈 150,000 달러의 기부금을 모금했습니다. 그 자선가들은 우리와 함께 비행했죠.","We had about 20 people who made donations -- we raised $150,000 in donations for children's charities -- who flew with us.","We had 20 people who gave - and we raised $150,000 that went to a children's charity. Those philanthropists flew with us.",,0.37718716263771057,0.8711346983909607
여기 계시는 TED 가족 몇분도 계십니다.,A few TEDsters here.,There are also several members of the TED family here.,,0.24974021315574646,0.8417029976844788
우리는 아예 응급실을 설비했습니다.,We set up a whole ER.,We even built an emergency room.,,-0.13332736492156982,0.839055597782135
비행기에는 승선한 네명의 응급실의사들과 두명의 의사들이 있었죠.,We had four emergency room doctors and two nurses on board the airplane.,There were four emergency room doctors and two doctors on board the plane.,,0.7089697122573853,0.8519933223724365
"우리는 피의 산소 분압, 심장박동률, 그의 혈압등의 상태를 체크하고 있었죠.","We were monitoring his PO2 of his blood, his heart rate, his blood pressure.","We were checking his blood oxygen partial pressure, heart rate, and his blood pressure.",,0.33589398860931396,0.8223243355751038
"또, 비상시를 대비해서 필요한 모든 것을 갖췄습니다.— 이 세계적으로 유명한 전문가가 다쳐선 안된다는 것은 하나님이 아시죠.","We had everything all set in case of an emergency; God knows, you don't want to hurt this world-renowned expert.","Plus, we have everything we need in case of an emergency—and God knows, this world-renowned expert shouldn't get hurt.",,0.2775002419948578,0.8794108033180237
"우리는 우주왕복선 착륙시설에서 이륙했는데, 그곳은 우주 왕복선이 이륙하고 착륙하는 곳이죠.","We took off from the shuttle landing facility, where the shuttle takes off and lands.","We took off from the Space Shuttle Landing Facility, which is where the Space Shuttle takes off and lands.",,0.8504270911216736,0.8617483377456665
제 파트너—바이런 리치텐버그 (Byron Lichtenberg)—와 저는 조심스럽게 그를 무중력 상태로 띄웠죠.,And my partner Byron Lichtenberg and I carefully suspended him into zero-g.,My partner—Byron Lichtenberg—and I carefully floated him in zero gravity.,,-0.022687286138534546,0.7897771596908569
"그가 공중에 뜨자마자, 무중력상태가 실제로 어떤지를 경험할 수 있게 그를 놓아주었습니다. 무중력상태가 실제로 어떤지를 경험할 수 있도록이요.","Once he was there, [we] let him go to experience what weightlessness was truly like.","As soon as he was airborne, we released him so he could experience what weightlessness was really like. So that you can experience what weightlessness is really like.",,0.12573805451393127,0.8031335473060608
"첫번째 파라볼라형 비행을 한 다음에, 있잖아요, 박사님은 모든게 순조롭다고 미소를 지었고 우리는 계속 진행하기로 했죠.","And after that first parabola, you know, the doc said everything is great. He was smiling, and we said go.","After the first parabolic flight, you know, the doctor smiled and said everything was going well and we decided to keep going.",,0.074813112616539,0.8378034830093384
그래서 우리는 두번째 파라볼라형 비행을 진행했습니다.,So we did a second parabola.,So we proceeded with our second parabolic flight.,,-0.26531416177749634,0.7305759787559509
웃음 박수 그리고 세번째.,And a third.,"Laughter, applause, and the third.",,-1.0102741718292236,0.6080602407455444
"박수 그런데, 우리는 실제로 사과 하나를 아이작 뉴튼 경을 존경하는 의미에서 띄웠어요 왜냐하면 호킹교수는 켐브리지에서 아이작 뉴턴이 차지했던 것과 똑같은 의장직을 맡고 있으니까요.",We actually floated an apple in homage to Sir Isaac Newton because Professor Hawking holds the same chair at Cambridge that Isaac Newton did.,"Applause By the way, we actually floated an apple in honor of Sir Isaac Newton because Professor Hawking holds the same chair at Cambridge that Isaac Newton held.",,0.11738003045320511,0.8808174729347229
"그리고 우리는 네번째, 다섯번째, 또 여섯번째 비행을 했죠.","And we did a fourth, and a fifth and a sixth.","And we took the fourth, fifth, and sixth flights.",,0.04471980035305023,0.737453818321228
웃음 그리고 일곱번째와 여덟번째를요.,And a seventh and an eighth.,Laughter And the seventh and eighth.,,-0.9351527094841003,0.7141726613044739
근데 이분은 늙은 65세의 휠체어에 묶였던 사람처럼 보이지 않죠.,And this man does not look like a 65-year-old wheelchair-bound man.,But this person doesn't look like a 65-year-old wheelchair bound person.,,0.7457443475723267,0.8967254757881165
웃음 그는 정말 행복해 했어요.,He was so happy.,Laughter He was really happy.,,-0.4340100884437561,0.7478147149085999
"우리는 굉장히 귀중한 보석 같은 곳에서 살고 있고, 우리가 이 지구바깥으로 이동해 가는것이 우리의 일생동안에 일어나고 있습니다.","We are living on a precious jewel, and it's during our lifetime that we're moving off this planet.","We live in a very precious gem, and our migration outside of this Earth is happening within our lifetime.",,0.39928698539733887,0.7804617285728455
이 대단한 모험 함께 하시는 것 어떻습니까.,Please join us in this epic adventure.,How about joining us on this great adventure?,,0.3763008117675781,0.9126584529876709
갑사합니다.,Thank you so much.,I'm sorry.,,0.3433920443058014,0.6692792773246765
"박수 놀라운 점은, 국가원수를 만나서 이런 질문을 하게 될 때입니다 ""가장 소중한 자원은 무엇인가요?"" 처음에 그들은 아이들이라고 대답하지 않습니다","It's amazing, when you meet a head of state and you say, ""What is your most precious natural resource?"" -- they will not say children at first.","Applause The amazing thing is, when you meet a head of state and you ask them the question, ""What is your most precious resource?"" At first they don't answer that they are children",,-0.057797886431217194,0.8255911469459534
"만약 당신이 가장 소중한 자원은 아이들이 아니냐라고 얘기한다면, 그제서야 당신의 말에 동의할 것입니다","And then when you say children, they will pretty quickly agree with you.","If you tell me that our most precious resource is children, then I will agree with you.",,-0.15405528247356415,0.7492967247962952
오늘 우리는 콜롬비아의 군대와 경찰의 최고책임자인 국방장관과 함께 이동 중입니다 그리고 오늘 우리는 650대의 랩탑 컴퓨터를 아이들에게 전달하려고 합니다 그 아이들은 TV도 전화도 없는 지역에 있으며 그 지역은 지난 40년간 그곳 이외의 세상과 단절되어 있던 지역입니다,": We're traveling today with the Minister of Defense of Colombia, head of the army and the head of the police, and we're dropping off 650 laptops today to children who have no television, no telephone and have been in a community cut off from the rest of the world for the past 40 years.","Today we're traveling with the Minister of Defense, the head of Colombia's military and police, and today we're delivering 650 laptops to children in an area that has no TV or phone, and has been cut off from the rest of the world for 40 years.",,0.43979424238204956,0.8819414973258972
이 지역에 랩탑 컴퓨터를 제공하는 것은 아이들을 세상과 연결시켜준다는 점에서 중요합니다 40년 전에 정치적 운동으로 시작하여 이 후에 마약까지 관여한 게릴라 조직인 FARC 때문에 아이들은 그동안 세상과 단절되어 있었습니다,"The importance of delivering laptops to this region is connecting kids who have otherwise been unconnected because of the FARC, the guerrillas that started off 40 years ago as a political movement and then became a drug movement.","Providing laptops in this area is important because it connects children to the world. They have been cut off from the world by the FARC, a guerrilla organization that started as a political movement 40 years ago and later became involved in drugs.",,0.309235155582428,0.8689876794815063
세상에는 10억여명의 아이들이 있습니다 그 중 50%는 전기가 공급되지 않는 집과 학교에서 생활합니다,"There are one billion children in the world, and 50 percent of them don't have electricity at home or at school.","There are over 1 billion children in the world, 50% of whom live in homes and schools without electricity.",,0.6491827964782715,0.89480060338974
"그리고 몇몇 국가에서는, 예를 들어 아프가니스탄에서는 여자아이들의 75%는 학교를 다니지 않습니다",And in some countries -- let me pick Afghanistan -- 75 percent of the little girls don't go to school.,"And in some countries, for example Afghanistan, 75% of girls are out of school.",,0.312810480594635,0.9000831842422485
학교를 3-4학년에 그만두는것이 아니라 처음부터 다니지 않습니다,And I don't mean that they drop out of school in the third or fourth grade -- they don't go.,"Rather than leaving school in the 3rd or 4th grade, you don't start from the beginning.",,-0.27759039402008057,0.6883273720741272
"3년 전 제가 이 자리에서 견본을 제시하고, 아이디어로 시작한 그것은 이제 진짜 랩탑 컴퓨터가 되었습니다","So in the three years since I talked at TED and showed a prototype, it's gone from an idea to a real laptop.","Three years ago, I presented a sample here, and what started as an idea has now become a real laptop computer.",,0.23690232634544373,0.845612108707428
"오늘날, 50만대의 랩탑 컴퓨터가 아이들의 손에 쥐어졌습니다",We have half a million laptops today in the hands of children.,"Today, 500,000 laptop computers are in the hands of children",,0.5572023987770081,0.9239199757575989
그리고 25만대의 랩탑 컴퓨터가 추가로 아이들에게 전달되는 중입니다 그리고 또 다른 25만대의 랩탑 컴퓨터가 지금 이시점에 제작되고 있습니다,"We have about a quarter of a million in transit to those and other children, and then there are another quarter of a million more that are being ordered at this moment.","And an additional 250,000 laptops are being delivered to children, and another 250,000 laptops are being manufactured at this point.",,-0.1042366474866867,0.7357960939407349
"결국, 대략 100만대의 랩탑 컴퓨터가 아이들에게 제공되었거나 제공될 예정입니다","So, in rough numbers, there are a million laptops.","Ultimately, approximately 1 million laptop computers have been or will be given to children",,-0.4665272831916809,0.7630842328071594
이 수치는 제가 예상한 것보다는 작습니다 저는 300만에서 천만대를 예상했습니다 그래도 여전히 100만대는 큰 수치입니다,That's smaller than I predicted -- I predicted three to 10 million -- but is still a very large number.,This number is smaller than I expected. I expected 3 to 10 million units. But 1 million is still a large number.,,0.3433130383491516,0.8819869756698608
"콜롬비아에서는 아이들에게 3,000대를 제공할 것입니다","In Colombia, we have about 3,000 laptops.","Colombia will provide 3,000 units to children",,-0.5127156376838684,0.7578112483024597
우리는 국방부 장관과 함께 일하고 있습니다 교육부 장관이 아닌 국방부 장관인 이유는 이것이 이 지역을 자유화한다는 관점에서 교육 문제가 전략방위에 대한 것이라 여기기 때문입니다 그 지역은 완전히 고립되었었으며 40년간 폭파 사건과 유괴와 암살을 해왔던 사람들이 살고 있는 지역입니다,"It's the Minister of Defense with whom we're working, not the Minister of Education, because it is seen as a strategic defense issue in the sense of liberating these zones that had been completely closed off, in which the people who had been causing, if you will, 40 years' worth of bombings and kidnappings and assassinations lived.","We are working with the Minister of Defense. The reason it is the Minister of Defense and not the Minister of Education is because this is a strategic defense issue with a view to liberalizing this region. That region is completely isolated and inhabited by people who have been bombing, kidnapping and assassinating for 40 years.",,0.09846550226211548,0.7976859211921692
그런데 갑자기 그 지역의 아이들이 랩탑 컴퓨터를 가지게 되었습니다,"And suddenly, the kids have connected laptops.",But suddenly the kids in the area had laptops.,,0.39263516664505005,0.9174103140830994
그들은 소통을 바탕으로 한 문화발전을 향한 초석을 다지게 될 것입니다.,They've leapfrogged.,They will lay the foundation for cultural development based on communication.,,-0.9959571361541748,0.5621317625045776
"이 변화는 매우 기념비적인 것입니다 왜냐하면, 단순한 개방이 아니라 전혀 다른 세상으로의 개방이기 때문입니다","The change is absolutely monumental, because it's not just opening it up, but it's opening it up to the rest of the world.","This change is very monumental because it is not just an opening, but an opening to a completely different world.",,0.4164161682128906,0.8606881499290466
그들은 도로를 건설 중이고 전화를 설치 중입니다 텔레비전도 생길 것입니다,"So yes, they're building roads, yes, they're putting in telephone, yes, there will be television.",They are building roads and installing telephones. There will also be televisions.,,0.3597252368927002,0.8772746324539185
6세에서 12세까지의 아이들은 스페인 언어와 그 지역 언어로 인터넷 서핑을 할 것입니다 그래서 어린이들은 전세계로의 열린 창을 통해 정보를 접하면서 성장하게 됩니다,"But the kids six to 12 years old are surfing the Internet in Spanish and in local languages, so the children grow up with access to information, with a window into the rest of the world.","Children from 6 to 12 years old will surf the Internet in Spanish and their local language, so they will grow up informed through an open window to the world.",,0.3804819881916046,0.884657084941864
그들이 세상과 단절되기 전에 말이죠,"Before, they were closed off.",Before they were cut off from the world,,0.19014526903629303,0.781930148601532
재미나게도 다른 국가에서는 이러한 것이 경제성장의 원동력이라고 믿는 재무장관에 의해 진행될 것입니다,"Interestingly enough, in other countries, it will be the Minister of Finance who sees it as an engine of economic growth.","Interestingly enough, in other countries this will be done by finance ministers who believe that this is the engine of economic growth.",,0.5084031820297241,0.8826531767845154
그리고 그 원동력은 20년 후에 결과로 나타날 것입니다,And that engine is going to see the results in 20 years.,And that driving force will result in results 20 years later.,,0.29174187779426575,0.825722873210907
"여러분들도 아시겠지만, 이것은 1년에 성과가 나오는 것이 아닙니다 하지만 이것은 매우 중대한 사안이며, 다음 세대들의 잠재력 계발을 통한 경제적, 문화적인 많은 변화를 의미합니다","It's not going to happen, you know, in one year, but it's an important, deeply economic and cultural change that happens through children.","As you all know, this is not something that can be achieved in one year, but this is a very important issue and it means many economic and cultural changes through developing the potential of the next generation.",,-0.16842803359031677,0.8383418917655945
"이 프로젝트는 31개국이 참여하고 있으며, 우루과이를 예로 들면, 절반의 아이들이 이미 이 랩탑 컴퓨터를 보유하고 있습니다. 그리고 2009년 중반에는 우루과이의 모든 아이들은 작은 녹색의 랩탑 컴퓨터를 가지게 될 것입니다","Thirty-one countries in total are involved, and in the case of Uruguay, half the children already have them, and by the middle of 2009, every single child in Uruguay will have a laptop -- a little green laptop.","31 countries are participating in the project, and in Uruguay, for example, half of the children already have a laptop. And by mid-2009, every child in Uruguay will have a little green laptop computer.",,0.5662410259246826,0.9068368077278137
그 결과는 어떨까요?,Now what are some of the results?,What are the results?,,0.6249865293502808,0.9298108220100403
"지금까지 수집된 각국의 결과는 다음과 같습니다 교사들은 여지껏 가르치는 일이 그토록 사랑스러운 적은 없었다고 합니다 그리고 내부 평가자가 아닌, 제3자에 의해 평가된 읽기 이해도 능력은 급격히 향상되었습니다","Some of the results that go across every single country include teachers saying they have never loved teaching so much, and reading comprehension measured by third parties -- not by us -- skyrockets.","Results from each country collected so far include: Teachers say they have never loved teaching before and their reading comprehension skills, assessed by a third party rather than an internal evaluator, have improved dramatically.",,0.20354805886745453,0.8551912903785706
아마도 가장 중요한 변화로 꼽아야 할 것은 아이들이 그들의 부모님을 가르치기 시작했다는 것입니다,Probably the most important thing we see is children teaching parents.,Perhaps the most important change is that children are beginning to teach their parents,,0.31909722089767456,0.8741503357887268
"아이들은 랩탑 컴퓨터를 가지고 있으며, 이것을 집에 가져갑니다",They own the laptops. They take them home.,Children have laptop computers and take them home,,0.3140740692615509,0.8602845072746277
"그리고 제가 학교에서 3명의 아이들을 만났는데, 하루종일 보고타로 왔던 3명의 아이들 중 한명의 아이는 엄마를 데리고 왔습니다","And so when I met with three children from the schools, who had traveled all day to come to Bogota, one of the three children brought her mother.","And I met three kids from school. Of the three kids who came to Bogota for the day, one of them brought his mom with him.",,0.17488715052604675,0.8297054767608643
그 아이가 엄마와 함께 온 이유는 6살 아이가 그녀의 엄마에게 글읽는 법과 쓰는 법을 가르쳐왔기 때문입니다,And the reason she brought her mother is that this six-year-old child had been teaching her mother how to read and write.,The reason the child came with her mother was because the 6-year-old had been teaching her mother how to read and write.,,0.6300936341285706,0.8994139432907104
그녀의 엄마는 초등학교에 가본 적이 없습니다,Her mother had not gone to primary school.,Her mom has never been to elementary school,,0.5529870986938477,0.9019028544425964
"이것은 부모와 아이의 역할이 서로 뒤바뀐 것이고, 아이들이 변화의 주체가 되고 있다는 대단히 아름다운 사례입니다","And this is such an inversion, and such a wonderful example of children being the agents of change.",This is a very beautiful example of the roles of parents and children being reversed and children becoming agents of change.,,0.15985076129436493,0.8944790959358215
사람들은 제게 묻습니다 왜 랩탑 컴퓨터인가요?,"So now, in closing, people say, now why laptops?",People ask me why a laptop computer?,,0.08149272203445435,0.7339857220649719
랩탑 컴퓨터는 그들에게 아이팟을 주는것처럼 사치라고 말하지만 그렇지 않습니다,Laptops are a luxury; it's like giving them iPods. No.,"They say a laptop computer is a luxury, like giving them an iPod, but it's not.",,0.29325804114341736,0.8642238974571228
랩탑 컴퓨터를 주는 이유는 바로 지속적인 교육에의 가능성 때문입니다,"The reason you want laptops is that the word is education, not laptop.",The reason for giving a laptop computer is the possibility of continuing education.,,-0.36867016553878784,0.7994386553764343
OLPC는 교육 프로젝트이지 랩탑 컴퓨터 보급 프로젝트가 아닙니다,"This is an education project, not a laptop project.","OLPC is an educational project, not a laptop computer distribution project.",,-0.2542346119880676,0.9083528518676758
"그들에게는 교육이 필요합니다 예를 들어, 랩탑 컴퓨터를 통해 100권의 책을 볼 수가 있습니다","They need to learn learning. And then, just think -- they can have, let's say, 100 books.","They need education. For example, you can access 100 books on your laptop computer.",,-0.048619747161865234,0.729167640209198
"한 마을에서, 100대의 랩탑 컴퓨터가 있고 각각의 랩탑 컴퓨터가 서로 다른 100권의 책을 저장하고 있다면, 그 마을에는 순식간에 10,000권의 책이 있는 것입니다","In a village, you have 100 laptops, each with a different set of 100 books, and so that village suddenly has 10,000 books.","If in a village there are 100 laptop computers, and each laptop computer stores 100 different books, then that village quickly has 10,000 books",,0.4988037645816803,0.8908314108848572
"여러분들과 제가 초등학교에 다닐때 10,000권의 책을 가지진 못했습니다","You and I didn't have 10,000 books when we went to primary school.","When you and I were in elementary school, we didn't have 10,000 books.",,0.5669803619384766,0.903558075428009
