korean,actual translation,Google translation,Microsoft translation,DeepL translation,Google translation_bleurt,Google translation_comet,Microsoft translation_bleurt,Microsoft translation_comet,DeepL translation_bleurt,DeepL translation_comet,cosine_Google_translation,cosine_Microsoft_translation,cosine_DeepL_translation,Google translation_bleurt_minmax,Microsoft translation_bleurt_minmax,DeepL translation_bleurt_minmax
손가락이 움켜쥐는 것을 보세요. 엄지손가락이 위로 오고. 손목.,Watch the fingers grab. The thumb comes up. Wrist.,Look at the fingers clenching. Thumbs up. wrist.,Watch your fingers clench. Thumbs up. Wrist.,Watch your fingers clench. The thumb is up. Wrist.,0.1558238416910171,0.6918610334396362,0.1439612656831741,0.7354661822319031,0.2974362969398498,0.8053940534591675,0.9147669,0.89647317,0.94312346,0.6214752706110755,0.6373538432086708,0.6764579560753334
무게는 3.1kg입니다.,This weighs 6.9 pounds.,It weighs 3.1kg.,It weighs 3.1 kg.,It weighs 3.1 kilograms.,0.2259660065174102,0.9353729486465454,0.3354860544204712,0.9378865361213684,0.364374428987503,0.9426879286766052,0.7137432,0.6967203,0.7132379,0.6471546438284195,0.7037686059354296,0.7013720252199613
코도 긁을 수 있습니다.,Going to scratch his nose.,You may also scratch your nose.,You can also scratch your nose.,You can also scratch your nose.,-0.2455167174339294,0.722295343875885,-0.0959335565567016,0.7178192138671875,-0.0959335565567016,0.7178192138671875,0.7059958,0.6932197,0.6932197,0.474542622744624,0.5541658767658881,0.5300474807658596
14개의 능동적인 자유도를 가지고 있습니다.,It's got 14 active degrees of freedom.,It has 14 active degrees of freedom.,It has 14 active degrees of freedom.,It has 14 active degrees of freedom.,0.9187002182006836,0.934963881969452,0.9187002182006836,0.934963881969452,0.9187002182006836,0.934963881969452,0.9677962,0.96779627,0.96779627,0.9007678650095217,0.906008903714726,0.9076895697740266
이제 엄지와 검지로 펜을 듭니다.,Now he's going to pick up a pen with his opposed thumb and index finger.,Now hold the pen between your thumb and index finger.,Now hold the pen with your thumb and index finger.,Now hold the pen between your thumb and index finger.,0.2121569216251373,0.7608769536018372,0.2153295576572418,0.7695935368537903,0.2121569216251373,0.7608769536018372,0.8044645,0.8242593,0.8044645,0.6420990735360519,0.6621021184002085,0.6447173593749522
"내려 놓고 종이 한 장을 듭니다. 팔과 손목의 모든 자유도를 회전하고, 읽습니다.","Now he's going to put that down, pick up a piece of paper, rotate all the degrees of freedom in his hand and wrist, and read it.",Put it down and pick up a piece of paper. Rotate and read all degrees of freedom of the arm and wrist.,Put it down and pick up a piece of paper. Rotate and read all degrees of freedom of the arm and wrist.,"Put it down and pick up a piece of paper. Rotate all the degrees of freedom in your arm and wrist, and read.",0.3880936205387115,0.7826049327850342,0.3880936205387115,0.7826049327850342,0.5192283391952515,0.8180349469184875,0.7892421,0.789242,0.8025658,0.7065103184015531,0.7220112524586825,0.7590079482463956
제 직업은 벤처투자자입니다. 주말에는 로켓 만드는 것이 취미죠.,"By day, I'm a venture capitalist. On weekends, I love rockets.",My job is a venture investor. My hobby is making rockets on the weekends.,"My job is a venture investor. On weekends, my hobby is making rockets.",I'm a venture capitalist by day. My weekend hobby is building rockets.,0.1152388602495193,0.8454048037528992,0.1152361631393432,0.8753160834312439,0.3149756193161011,0.8989439606666565,0.82365894,0.82202744,0.89612055,0.6066169198881585,0.6273928826336556,0.6829860123127073
"사진도 좋아하고 로켓도 좋아합니다. 오늘은 저의 취미와 지난 몇 년 동안 찍어왔던 사진을 여러분과 함께 나눌까 합니다. 이런 아이들과 함께 놀았었는데, 커서도 로켓을 좋아했으면 좋겠네요. 아마 누군가는 자라서 리차드 브랜슨이나 다이아맨디스 같은 사람이 되겠지요.","I love photography, I love rockets, and I'm going to talk to you about a hobby that can scale and show you some photos that I've taken over the years with kids like these; kids that hopefully will grow up to love rocketry and eventually become maybe another Richard Branson or Diamandis.","I like photography and rockets. Today I would like to share with you my hobbies and the photos I have taken over the past few years. I played with these kids, and I hope they like rockets when they grow up. Maybe someone will grow up to be someone like Richard Branson or Diamandis.","I love photography, I love rockets. Today, I would like to share with you my hobbies and the photos I have taken over the years. I used to play with these children, and I hope they will like rockets when they grow up. Maybe someone will grow up to be like Richard Branson or Diamandice.","I love photography and I love rockets. Today I'm going to share with you some of my hobbies and some of the photos I've taken over the years. I used to play with these kids, and I hope they like rockets when they grow up. Maybe some of them will grow up to be Richard Branson or Diamandis.",0.0684714615345001,0.827403724193573,0.0964212268590927,0.8153712153434753,0.1299144476652145,0.8261176347732544,0.8772624,0.86019975,0.8555604,0.589495157407919,0.6208684554980856,0.6141070835847032
제 아들이 디자인한 골프공 로켓입니다. 꽤 안정적이죠. 처음에 로켓과학 분야를 접하면서 꽤나 흥미로운 실험이라고 생각했어요. 화살처럼 곧게 쭉 날아가니까요.,"My son designed a rocket that became stable, a golf ball rocket -- I thought it was quite an interesting experiment in the principles of rocket science -- and it flies straight as an arrow.","This is a golf ball rocket designed by my son. It's pretty stable. When I first encountered the field of rocket science, I thought it was a pretty interesting experiment. Because it flies straight like an arrow.","This is a golf ball rocket designed by my son. It's pretty stable. When I first came into contact with the field of rocket science, I thought it was quite an interesting experiment. It flies straight like an arrow.","It's a golf ball rocket that my son designed. It's pretty stable. I thought it was a pretty interesting experiment when I first got into rocket science, because it flies straight up like an arrow.",0.2682423889636993,0.8551360368728638,0.2428920567035675,0.8634072542190552,0.219374731183052,0.867571234703064,0.90120196,0.9005324,0.9090022,0.6626322243365838,0.6716599247102266,0.6474037953554279
이것은 베이킹소다와 식초를 이용한 로켓입니다.,Baking soda and vinegar.,This is a rocket using baking soda and vinegar.,This is a rocket with baking soda and vinegar.,This is a rocket using baking soda and vinegar.,-0.7397881746292114,0.6197345852851868,-0.7511424422264099,0.637194037437439,-0.7397881746292114,0.6197345852851868,0.60272163,0.5990766,0.60272163,0.29358754028583245,0.32696007763611973,0.29040771217585953
밤에 발사하는 로켓은 멋지죠. 북두칠성과 은하수를 가로지르는 것은 장관입니다.,"Night shots are beautiful, piercing the Big Dipper and the Milky Way.",Rocket launches at night are cool. Watching the Big Dipper cross the Milky Way is spectacular.,Rockets launching at night are cool. Crossing the Big Dipper and the Milky Way is spectacular.,"Rockets launching at night are cool, and crossing the Big Dipper and Milky Way is spectacular.",-0.3322038352489471,0.7705914378166199,-0.3357242345809936,0.7970245480537415,-0.282017707824707,0.7915903925895691,0.76306814,0.7185794,0.6914575,0.442806065183029,0.47101402425599614,0.46078780366417366
비디오까지 부착한 2단 로켓도 만들었어요. 비행기록을 남길 수 있는 컴퓨터도 달려있죠. 땅에 착지할 수 있는 글라이더형 로켓입니다.,"Two stage rockets, rockets with video cameras on them, on-board computers logging their flights, rocket gliders that fly back to Earth.",We also made a two-stage rocket with a video attached. There is also a computer where you can keep flight logs. It is a glider-type rocket that can land on the ground.,I also made a two-stage rocket with a video attached to it. There is also a computer that can record flights. It is a glider-type rocket that can land on the ground.,I built a two-stage rocket with video and a computer to record the flight. It's a glider-like rocket that can land on the ground.,-0.035974308848381,0.7859730124473572,-0.1483205109834671,0.7814236283302307,0.0062678903341293,0.7919433116912842,0.72690904,0.7679584,0.73932654,0.5512570744335281,0.5359997314268456,0.5680863957553981
"""락심""이라는 프로그램을 이용해서 로켓을 쏴보기 전에 초음속을 돌파할 수 있는지 시뮬레이션을 해봅니다. 그리고 나서는 로켓에 장착한 컴퓨터로 로켓의 실제 성능을 확인하죠.","I use RockSim to simulate flights before they go to see if they'll break supersonic or not, and then fly them with on-board computers to verify their performance.","Using a program called “Raksim,” we simulate whether the rocket can exceed supersonic speed before launching it. Then, we check the actual performance of the rocket using a computer mounted on the rocket.","Using a program called ""Raksim"", we simulate whether we can break through supersonic speed before shooting a rocket. Then, the actual performance of the rocket is checked with a computer mounted on the rocket.","We use a program called ""Laxim"" to simulate whether the rocket can break supersonic speeds before we launch it, and then we use a computer on the rocket to check its actual performance.",0.0565115958452224,0.809249222278595,-0.0888796523213386,0.802156388759613,0.1368956863880157,0.8398776650428772,0.6636551,0.65770835,0.6945082,0.5851165948781708,0.5566119485207642,0.6167054689733364
"하지만 정말 큰 녀석을 발사하려면 허허벌판으로 나가야 합니다. 위험한 일들이 벌어졌던 ""블랙락(Black Rock Desert)"" 사막입니다.","But to launch the really big stuff, you go to the middle Black Rock Desert, where dangerous things happen.","But to launch the really big ones, you have to go out into the open. This is the “Black Rock Desert” where dangerous things happened.","But if you want to launch a really big one, you have to go out into the wilderness. The ""Black Rock Desert"" desert where dangerous things happened.","But to launch the really big ones, you have to go out into the wilderness. This is the ""Black Rock"" Desert, where dangerous things have happened.",0.1663843989372253,0.8865154385566711,0.1926188468933105,0.8628338575363159,0.1881370544433593,0.8823280334472656,0.8801446,0.87695897,0.89918107,0.625341539802791,0.6542267594104569,0.6357772737540154
"아이들이 자라면서, 로켓도 함께 커지게 됩니다. 모터를 사용하기 시작하고, 사실 문자그대로 크루즈 미사일에 사용되는 추진장치를 사용합니다.","And the boys get bigger, and the rockets get bigger. And they use motors that literally are used on cruise missile boosters.","As children grow, so does the rocket. It starts using motors and, in fact, literal propulsion systems that are used in cruise missiles.","As the children grow up, the rocket grows with it. It begins to use motors, and in fact, literally uses the propulsion system used in cruise missiles.","As kids grow up, their rockets grow up with them. They start using motors, and in fact, they literally use the propulsion used in cruise missiles.",-0.0583228170871734,0.7695271372795105,-0.038976639509201,0.7778719067573547,0.1173032373189926,0.7976915240287781,0.8115266,0.8112503,0.85244644,0.5430751814831855,0.5739167411646791,0.609413248293041
이런 로켓은 발사될 때 보면 정말 천둥이 치는 것 같고 사진찍는 사람조차 깜짝 놀라게 만들죠.,They rumble the belly and leave even photographers in awe watching the spectacle.,"When a rocket like this is launched, it really looks like thunder and even the people taking pictures are surprised.","When these rockets are launched, they really look like thunder, and even the photographer is surprised.","These rockets really do look like thunder when they launch, and they scare the crap out of the photographer.",-0.8241543173789978,0.6647523045539856,-0.7563852667808533,0.676414430141449,-0.9822194576263428,0.6763830780982971,0.42156103,0.45780712,0.44565803,0.2627007025051388,0.3251420312563428,0.20017588821173182
이 로켓들은 아산화질소를 이용한 실험용 모터를 사용한 것입니다.,These rockets use experimental motors like nitrous oxide.,These rockets used experimental motors powered by nitrous oxide.,These rockets used experimental motors using nitrous oxide.,These rockets used experimental motors powered by nitrous oxide.,0.7639418840408325,0.9424970746040344,0.8587678670883179,0.945506751537323,0.7639418840408325,0.9424970746040344,0.9835249,0.9871345,0.9835249,0.8441101181147483,0.8852262525235831,0.8500892197191264
고체연료도 자주 사용됩니다.,They use solid propellant most frequently.,Solid fuels are also frequently used.,Solid fuels are also often used.,Solid fuels are also frequently used.,0.2385656386613845,0.842164933681488,0.2248882055282592,0.8320842385292053,0.2385656386613845,0.8421648144721985,0.6264387,0.6136771,0.62643874,0.6517674278368283,0.6654167563357345,0.6545465640768938
좀 이상한 취미일 수도 있는데요.,It's a strange kind of love.,It might be a bit of a strange hobby.,It may be a bit of a strange hobby.,This might be a weird hobby of mine.,-0.7567241787910461,0.7253691554069519,-0.7192350029945374,0.7178043127059937,-0.9943459033966064,0.6327205896377563,0.44749135,0.44506523,0.36318356,0.2873871902858194,0.338024572314717,0.1956624800965509
"Rocketmavericks.com이라는 사이트에 제 사진을 올려놓았습니다. 이 주제에 대해서 더 알고 싶으면, 한 번 들러서 구경하세요.","We have a RocketMavericks.com website with my photos if you want to learn more about this, participate, be a spectator.","I posted my photo on a site called Rocketmavericks.com. If you want to know more about this topic, stop by and take a look.","I posted my photo on a site called Rocketmavericks.com. If you want to know more about this topic, stop by and take a look.","I've posted my photos on a site called Rocketmavericks.com, so if you're interested in learning more about this topic, stop by and take a look.",-0.0347905308008194,0.845543384552002,-0.0347905308008194,0.845543384552002,0.0147323906421661,0.8568007349967957,0.8392036,0.8392036,0.8510096,0.5516904610899719,0.5753683517809786,0.5712368443785987
"우리는 스스로를 ""로켓에 미친 사람들(Rocket Mavericks)""이라고 부릅니다.",we had to call it Rocket Mavericks.,We call ourselves the “Rocket Mavericks.”,"We call ourselves ""Rocket Mavericks"".","We call ourselves ""Rocket Mavericks"".",0.4336166977882385,0.8818049430847168,0.4649961590766907,0.8760998845100403,0.4649961590766907,0.8760998845100403,0.9341992,0.9372699,0.9372699,0.7231765289980746,0.7486786300016014,0.7388229767808661
이것도 대단했습니다. 3만 미터 상공까지 올라갔죠. 그리고 떨어져서는 땅에 3미터 넘게 들어가 박혔습니다. 벙커를 깨는 미사일 같이 되어버렸습니다. 땅을 파고 들어가더라고요. 땅을 헤집고 꺼내야 했죠.,"This one it went to 100,000 feet, but didn't quite. Actually, it went 11 feet into the solid clay; and it became a bunker-buster, drilling down into the clay. It had to be dug out.","This was also great. It went up to 30,000 meters in the air. It fell and fell more than 3 meters into the ground. It became like a missile breaking through a bunker. It was digging into the ground. I had to dig up the ground and pull it out.","This was also great. It went up to 30,000 meters in the air. And when it fell off, it went more than 3 meters into the ground and got stuck. It has become like a missile that breaks through a bunker. They dug into the ground. I had to dig through the ground and pull it out.","It went up to 30,000 meters in the air, and when it came down, it went over three meters into the ground and got stuck. It was like a bunker-busting missile. It was digging into the ground, and we had to dig it out.",-0.5715177059173584,0.7787747979164124,-0.6653158068656921,0.7879174947738647,-0.5034241080284119,0.8082048296928406,0.6458187,0.6385019,0.6846701,0.3551921425704078,0.356722050802615,0.3783813457156411
로켓에 연료를 너무 많이 넣으면 종종 통제불능 상태에 빠지기도 합니다.,Rockets often spiral out of control if you put too much propellant in them.,Putting too much fuel into a rocket often causes it to spin out of control.,Putting too much fuel into a rocket often gets out of control.,"When you put too much fuel in a rocket, it often spirals out of control.",0.4016731977462768,0.8831183314323425,0.3478266596794128,0.8649775385856628,0.4641567468643188,0.8905307054519653,0.82669675,0.8483533,0.8796481,0.7114818648616589,0.7080479390472462,0.7385105513626457
무슨 자동차 경주 같았지요.,Here was a drag race.,It was like a car race.,It was like a car race.,It was like a car race.,-0.344270646572113,0.8547892570495605,-0.344270646572113,0.8547892570495605,-0.344270646572113,0.8547891974449158,0.71702266,0.7170228,0.71702266,0.43838834935863447,0.4680503978330276,0.43761754221581084
"밤이라면 무슨 일이 벌어지는지 단번에 알 수 있어요. 낮에 보면 ""육지의 상어""라고 불릴만하죠.","At night you can see what happened in a second; in daytime, we call them land sharks.","At night, you can tell right away what's going on. When seen during the day, it can be called a “shark on land.”","If it's night, you can see what's going on at once. During the day, it is worthy of being called a ""shark on land"".","At night, it's obvious what's going on; during the day, it's been called a ""shark on land.""",0.0260190963745117,0.7692628502845764,-0.2816295325756073,0.7331925630569458,-0.0910934805870056,0.7446262240409851,0.78268766,0.7655977,0.7808428,0.5739531488086619,0.4897723626525487,0.5318489350892103
"눈 앞에서 폭발해 버릴 때도 있고, 초음속으로 추락할 때도 있죠.",Sometimes they just explode before your eyes or come down supersonic.,"Sometimes it explodes before your eyes, and sometimes it falls at supersonic speeds.","Sometimes it explodes in front of your eyes, and sometimes it crashes at supersonic speed.","Sometimes it explodes in front of you, sometimes it crashes at supersonic speeds.",0.4520844221115112,0.9041675925254822,0.3910277485847473,0.892269492149353,0.2228142768144607,0.8670832514762878,0.87506884,0.86372584,0.80423844,0.7299376488828987,0.7230287156250546,0.6486839786390907
이런 사진을 찍기 위해서 제가 하는 것들이 있습니다. 다른 구경꾼들이 전혀 없는 아주 뒤쪽으로 숨는 것이죠.,"To take this shot, I do what I often do, which is go way beyond the pads where none of the other spectators are.",There are things I do to take pictures like this. Hide in the back where there are no other onlookers.,"There are things I do to take pictures like this. It hides in the very back, where there are no other onlookers.",Here's what I do to get these shots. I get very far back where there are no other onlookers.,-0.4563754200935364,0.7481852769851685,-0.3804739117622375,0.6941074132919312,0.0352244824171066,0.8011083006858826,0.64824003,0.56184447,0.6451055,0.39734626966480635,0.4554962460525286,0.5788639079936317
비디오를 보면 영화와 같은 장면이 어떻게 찍혔는지 보여드릴 수 있을 것 같습니다.,"And if we can run the video, I'll show you what it took to get this DreamWorks shot.","If you watch the video, I think I can show you how the cinematic scene was filmed.","If you watch the video, I think you can show how the movie-like scene was filmed.","If you watch the video, I think I can show you how the movie-like scene was captured.",0.1937140673398971,0.8230987191200256,0.1482150107622146,0.8188723921775818,0.0912303477525711,0.8376871347427368,0.60610735,0.57961667,0.6256056,0.6353470586879791,0.6388289079874243,0.5997090370521949
와! 좋아.,Woohoo! Yeah. Nice.,and! good.,And! You like.,"Wow, good.",-0.3238844871520996,0.618934690952301,-0.8740313053131104,0.4428071081638336,0.2329533696174621,0.8912560343742371,0.7395072,0.6327555,0.778834,0.4458518172671387,0.2843460915433891,0.6524577029936626
스티브 저버슨: 이런 경우는 흔치 않죠. 컴퓨터가 고장난 겁니다.,This is rare. Here's where they realized the computer's failed.,Steve Jerberson: This is not a common occurrence. The computer is broken.,Steve Gerberson: It's not very common. The computer is broken.,Steve Jerverson: It's not often that this happens. The computer is broken.,-0.3967808485031128,0.7853862643241882,-0.4367989897727966,0.7680831551551819,-0.44757080078125,0.8032326102256775,0.713166,0.6483796,0.70542395,0.4191641198749608,0.43596448352559786,0.3991696933456781
계속 소리지르고 있죠. 젠장.,They're yelling deploy. Oh shit.,They keep screaming. shit.,They keep screaming. Oh no.,"It's screaming at me, damn it.",0.1650983095169067,0.7444936037063599,-0.0106823518872261,0.759363055229187,-0.8573534488677979,0.575009286403656,0.71381724,0.6552421,0.5474638,0.6248706964762842,0.5837283086976612,0.24665045033141328
이건 컴퓨터 프로그램이 완전 엉켜 버렸을 때입니다.,This is when they realize everything on board's gone haywire.,This is when a computer program gets completely messed up.,This is when a computer program is completely tangled.,This is when a computer program gets completely tangled up.,-0.5579426288604736,0.7531018257141113,-0.7846999168395996,0.713261067867279,-0.527803897857666,0.7115663886070251,0.4292428,0.37627715,0.41312253,0.3601620415043908,0.3153234026718089,0.36930729851777294
"박살나겠는데. 아, 젠장.",It's going ballistic. Oh shit.,"I'm going to be destroyed. Oh, shit.","I'm going to smash it. Oh, damn it.","Oh, crap.",-0.9736765623092652,0.7508302330970764,-0.7465324401855469,0.6635957956314087,0.0149521976709365,0.7588400840759277,0.51805997,0.6699015,0.6111102,0.2079599122634512,0.3285586811053226,0.5713186555577539
제가 더 말할 필요도 없네요.,And I'll just be quiet.,I don't need to say more.,I don't need to say more.,I don't need to say more.,0.1429174244403839,0.5632954239845276,0.1429174244403839,0.5632954239845276,0.1429174244403839,0.5632954239845276,0.2886907,0.2886907,0.2886907,0.6167501711463229,0.6369918719519924,0.6189467325643302
안돼!,No.,no!,No!,No!,0.5180411338806152,0.7858549952507019,0.5180411338806152,0.8311194777488708,0.5180411338806152,0.8311194777488708,0.88597345,0.88611734,0.88611734,0.7540847082429812,0.7670729560764459,0.7585660758129572
"더 위로, 위로, 위로!","Up, up, up.","Up, up, up!","More up, up, up!","Up, up, up!",0.9102442264556884,0.9049778580665588,0.1957196146249771,0.8188744187355042,0.9102442264556884,0.9049779772758484,0.9632336,0.8822589,0.9632336,0.8976720870494321,0.6553020079698061,0.9045422879993987
저기서 이 모든 것을 사진으로 담고 있는게 접니다.,"And that's me over there, taking photos the whole way.",I'm the one over there taking pictures of all of this.,It's a fold that captures all of this in a picture over there.,That's me over there taking pictures of all this.,0.2935383319854736,0.8203268647193909,-0.6134583950042725,0.5503693222999573,0.4731258749961853,0.8631272912025452,0.8260033,0.40783265,0.8643954,0.6718931868881186,0.37470456746328623,0.741848820173094
때때로 일이 잘 안 되기도 하죠.,Things often go wrong.,Sometimes things don't go well.,Sometimes things don't go well.,Sometimes things don't work out.,0.4418770670890808,0.8384939432144165,0.4418770670890808,0.8384939432144165,0.5795237421989441,0.8209342360496521,0.787053,0.7870529,0.69864297,0.7262006886702836,0.7406616572695688,0.7814496237695158
"어떤 사람들은 로켓이 경주용 자동차 경기처럼 부딪히고, 터지고, 그리고 낙하산이 불타는 그런 박진감 넘치는 모습을 보는 것을 좋아합니다. 이건 지난주 였죠.",Some people watch this event because of a NASCAR-like fascination with things bumping and grinding. Burning the parachute as it fell -- that was last weekend.,"Some people like to see the excitement of rockets crashing, exploding, and burning parachutes like a race car race. This was last week.","Some people love to see rockets crashing, exploding, and parachutes burning like a race car race. This was last week.","Some people like to watch rockets crash, explode, and parachutes burn like a race car event. That was last week.",-0.0820601508021354,0.7684929966926575,-0.059901088476181,0.7798258662223816,-0.127682939171791,0.774966835975647,0.68717134,0.6830714,0.73708785,0.5343848330578146,0.5666608014897563,0.5182305045585095
이 로켓은 초음속으로 하늘을 뚫고 올라갔죠. 로켓 날개도 다 떨어졌어요. 불에 탄 고철덩어리만 떨어져 내렸죠.,"This guy went up, went supersonic, ripped the fin can off -- yard sale in the sky -- and a burning metal hunk coming back.",This rocket soared through the sky at supersonic speeds. The rocket wings are all gone. Only chunks of burnt scrap metal fell down.,This rocket went up through the sky at supersonic speed. The rocket wings also ran out. Only a burnt piece of scrap metal fell off.,"The rocket soared through the sky at supersonic speeds. The rocket ran out of wings, and all that came down was a charred hunk of scrap metal.",-0.324098527431488,0.6699045300483704,-0.3338083624839782,0.6630333065986633,-0.2936592102050781,0.682530403137207,0.6241524,0.6393593,0.66286397,0.4457734561240008,0.47167838833950193,0.45645488927920935
매 주말마다 계속 로켓 발사를 하다보면 여러분께서는 상상하기조차 힘든,These things would drop down from above all through the weekend of rocket launch after rocket launch after rocket launch.,"If you keep launching rockets every weekend, you'll have a hard time even imagining it.","If you keep launching rockets every weekend, it's hard for you to imagine.","If you keep launching rockets every weekend, you're bound to run out of",-0.628475546836853,0.5448936820030212,-0.4864883422851562,0.5521228909492493,-0.6278824806213379,0.5801447033882141,0.39584717,0.3934682,0.5398562,0.334339611738975,0.41873378154225727,0.332058503927935
리듬감 같은 그 무엇인가를 느끼게 됩니다.,It's a cadence you can't quite imagine.,You feel something like a sense of rhythm.,You will feel something like a sense of rhythm.,"There's something about it, a sense of rhythm.",-0.2724927067756653,0.6437154412269592,-0.241669163107872,0.6707372069358826,0.0092056393623352,0.6643968224525452,0.6429053,0.6300477,0.66301024,0.4646665874108405,0.5036293598285828,0.5691798126192893
"사고나 잘 안 된 실험도 사진으로 담으려고 노력하고 있습니다. 다만 이런 모든 일들이 단 수 초 만에 벌어지는데, 그것을 사진에 담는 것은 쉬운 일은 아니죠.","And in many ways, I try to capture the mishaps; it's the challenge in photography when these things all take place in a fraction of a second.","I try to take pictures of accidents and experiments that don't go well. However, all of this happens in just a few seconds, and capturing it in a photo is not easy.","I am trying to capture accidents and experiments that didn't go well in photos. It's just that all of this happens in a matter of seconds, and it's not easy to capture it in a photo.","I also try to capture accidents and experiments that don't go well. But all of these things happen in a matter of seconds, and it's not easy to capture them.",0.101544052362442,0.8409378528594971,0.00039604306221,0.8336473107337952,-0.0504017770290374,0.8451446294784546,0.8042507,0.81342274,0.72725403,0.6016031869396175,0.5875699470402015,0.5469942025928537
"이런 것을 왜 하냐고요? 그것은 아마도 제 몸 속에 앨러바마의 피가 흐르고 있기 때문이 아닐까요. 이것은 엑스레이센서, 비디오 카메라, 복잡하게 얽힌 전선으로 만든 로켓입니다. 3만 미터까지 날아올랐던 녀석이죠. 대기권도 돌파해서 우주와의 경계선인 희미한 푸른 띠도 봤죠.","Why do they do it? It's for things Gene from Alabama drives out there with this rocket that he's built with X-ray sensors, video cameras, festooned with electronics, and he succeeds getting to 100,000 feet, leaving the atmosphere, seeing a thin blue line of space.","Why do you do this? Maybe it's because I have Alabama blood flowing through my body. It's a rocket made out of an X-ray sensor, a video camera, and a tangle of wires. This guy flew up to 30,000 meters. We even broke through the atmosphere and saw a faint blue band that marks the border with space.","Why do you do this? Maybe it's because I have Alabama blood flowing in my body. This is a rocket made of X-ray sensors, video cameras, intricately intertwined wires. It flew up to 30,000 meters. It also broke through the atmosphere and saw a faint blue band, which is the boundary with space.","Why am I doing this? Maybe it's because I have Alabama blood running through my veins. This is a rocket made of x-ray sensors, video cameras, and a tangle of wires. It flew up to 30,000 meters. It broke through the atmosphere and saw the faint blue band that is the boundary with space.",-0.4528796672821045,0.7313255667686462,-0.3507543206214905,0.7276496887207031,-0.3631922006607055,0.7394519448280334,0.6868927,0.6963149,0.6663805,0.39862608104990577,0.46580206394149315,0.4305750256043313
사실 이런 숨막히게 멋진 사진을 보는 것이 이런 취미를 지속하게하는 원동력이죠. 물론 성공하는 사진이요. 아이들이 로켓과학을 이해하고 빠져들게 만드는 원동력이 되기도 하고요. 이어서 아이들은 물리학과 수학의 중요성도 깨닫게 되죠. 결국 아이들 이전 세대에 살았던 무명의 탐험가들의 탐험정신이 위대했음을 깨닫게 되는 계기가 되는 것입니다.,"It is this breathtaking image -- success, of course -- that motivates us and motivates kids to follow and understand to understand the importance of physics and math and, in many ways, to sort of have that awe at exploration of the frontiers of the unknown.","In fact, looking at these breathtaking photos is what motivates me to continue this hobby. Of course, it's a successful photo. It also serves as a driving force for children to understand and fall in love with rocket science. Subsequently, children also realize the importance of physics and mathematics. In the end, it becomes an opportunity to realize the great spirit of exploration of the unknown explorers who lived in the generation before our children.","In fact, seeing these breathtaking photos is what keeps me going. Of course, successful photos. It is also a driving force for children to understand and immerse themselves in rocket science. Next, children also realize the importance of physics and mathematics. In the end, it is an opportunity to realize the great spirit of exploration of the unknown explorers who lived in the generation before the children.","In fact, seeing breathtaking photos like this is what keeps me in this hobby - successful photos, of course. It's also what gets kids to understand and fall in love with rocket science, and then they realize the importance of physics and math, which in turn makes them realize the greatness of the unknown explorers who came before them.",-0.3007240295410156,0.73651123046875,-0.2924938797950744,0.7431870698928833,-0.2209247350692749,0.7777239680290222,0.75848985,0.753971,0.7524354,0.4543309686641841,0.4860049493191668,0.48352633103144677
감사합니다.,Thank you.,thank you,I appreciate it.,Thank you.,0.9877461194992064,0.9475370049476624,0.7703995704650879,0.8176719546318054,1.1667158603668213,0.9807692170143129,0.97005993,0.72670025,0.99999976,0.926045891043664,0.8545829113065371,0.9999998668925293
감사합니다.,Thank you.,thank you,I appreciate it.,Thank you.,0.9877461194992064,0.9475370049476624,0.7703995704650879,0.8176719546318054,1.1667158603668213,0.9807692170143129,0.97005993,0.72670025,0.99999976,0.926045891043664,0.8545829113065371,0.9999998668925293
감사합니다.,Thank you.,thank you,I appreciate it.,Thank you.,0.9877461194992064,0.9475370049476624,0.7703995704650879,0.8176719546318054,1.1667158603668213,0.9807692170143129,0.97005993,0.72670025,0.99999976,0.926045891043664,0.8545829113065371,0.9999998668925293
감사합니다.,Thank you.,thank you,I appreciate it.,Thank you.,0.9877461194992064,0.9475370049476624,0.7703995704650879,0.8176719546318054,1.1667158603668213,0.9807692170143129,0.97005993,0.72670025,0.99999976,0.926045891043664,0.8545829113065371,0.9999998668925293
감사합니다.,Thank you.,thank you,I appreciate it.,Thank you.,0.9877461194992064,0.9475370049476624,0.7703995704650879,0.8176719546318054,1.1667158603668213,0.9807692170143129,0.97005993,0.72670025,0.99999976,0.926045891043664,0.8545829113065371,0.9999998668925293
감사합니다.,Thank you.,thank you,I appreciate it.,Thank you.,0.9877461194992064,0.9475370049476624,0.7703995704650879,0.8176719546318054,1.1667158603668213,0.9807692170143129,0.97005993,0.72670025,0.99999976,0.926045891043664,0.8545829113065371,0.9999998668925293
감사합니다.,Thank you.,thank you,I appreciate it.,Thank you.,0.9877461194992064,0.565741240978241,0.7703995704650879,0.6156799793243408,1.1667158603668213,0.9390440583229064,0.97005993,0.72670025,0.99999976,0.926045891043664,0.8545829113065371,0.9999998668925293
감사합니다.,Thank you.,thank you,I appreciate it.,Thank you.,0.9877461194992064,0.6449460983276367,0.7703995704650879,0.67446368932724,1.1667158603668213,0.9645339250564576,0.97005993,0.72670025,0.99999976,0.926045891043664,0.8545829113065371,0.9999998668925293
