video,index,start_time,end_time,korean subtitle,start_seconds,end_seconds,Google translation,Microsoft translation,DeepL translation
0002,85,0 days 00:02:47.800000,0 days 00:02:48.800000,"아이씨, 내가 이렇게 될 줄 알았냐!",167.8,168.8,"Hey, did you know I would end up like this!","Ai, did you know I would be like this!","Oh, boy, did I see this coming!"
0003,1,0 days 00:00:00,0 days 00:00:02.940000,"아유, 그 파티 시엔지 뭔지 꿈이 크시네.",0.0,2.94,"Wow, you have a big dream about that party.","Ayu, you have big dreams about what that party is about.","Aww, you're dreaming about that party cigar or something."
0003,2,0 days 00:00:02.940000,0 days 00:00:05.280000,누가 뭐래요? 그냥 혼잣말 한 거예요.,2.94,5.28,Who said anything? I was just talking to myself.,Who says what? I just said it to myself.,"Who cares, I was just talking to myself."
0003,3,0 days 00:00:05.280000,0 days 00:00:06.660000,혼잣말도 못 해요?,5.28,6.66,Can't you even talk to yourself?,Can't you even talk to yourself?,Can't even talk to yourself?
0003,4,0 days 00:00:06.660000,0 days 00:00:10.100000,가만 보면 분위기 박뒤게 못 해 아주.,6.66,10.1,"If you just look at it, you won't be able to ruin the mood.","If you look closely, you can't get the mood down.","It's a bit of a mood killer, really."
0003,5,0 days 00:00:10.100000,0 days 00:00:13.180000,아니 내가 뭘요? 나 방금 딱 한마디 했거든요?,10.1,13.18,"No, what am I? Did I just say something?","No, what am I? I just said one thing, right?",What did I say? I just said one word.
0003,6,0 days 00:00:13.180000,0 days 00:00:15.220000,"아, 근데 왜 나한테 짜증이에요?",13.18,15.22,"Ah, but why are you annoyed with me?","Oh, but why are you annoyed by me?","Oh, and why are you annoyed with me?"
0003,7,0 days 00:00:15.220000,0 days 00:00:18.340000,내가 언제요? 저 태어나서 짜증 한 번도 낸 적 없거든요?,15.22,18.34,"When am I? I've never been annoyed since I was born, right?","When am I? I've never been annoyed since I was born, right?",When did I? Because I've never thrown a tantrum in my life.
0003,8,0 days 00:00:18.340000,0 days 00:00:20.100000,"지금 내고 있잖아요, 지금.",18.34,20.1,"You're paying it now, right now.","You're paying now, right now.","You're paying it, now."
0003,9,0 days 00:00:20.100000,0 days 00:00:21.580000,내가 언제요? 언제요?,20.1,21.58,When am I? When?,When am I? When?,I said when? When?
0003,10,0 days 00:00:21.580000,0 days 00:00:23.580000,지금 내고 있는 게 짜증이에요.,21.58,23.58,I'm annoyed that I'm paying now.,I'm annoyed that I'm putting it out now.,I hate what I'm paying now.
0003,11,0 days 00:00:23.580000,0 days 00:00:25.580000,짜증이라는 단어로 몰라요?,23.58,25.58,"Don't you know the word ""annoyed""?",Don't you know the word annoyance?,Can't tell by the word annoyed?
0003,12,0 days 00:00:27.100000,0 days 00:00:29.380000,"엄마, 여기서 뭐 하냐?",27.1,29.38,"Mom, what are you doing here?","Mom, what are you doing here?","Mom, what are you doing here?"
0003,13,0 days 00:00:29.440000,0 days 00:00:31.080000,둘이서 뭐 사랑 싸움이라도 하는 거야?,29.44,31.08,Are you two having a love fight or something?,What kind of love fight are you two having with?,Are you two having a love affair or something?
0003,14,0 days 00:00:31.080000,0 days 00:00:32.560000,뭔 웃소리야?,31.08,32.56,What are you laughing at?,What kind of laughter are you?,What are you laughing at?
0003,15,0 days 00:00:32.560000,0 days 00:00:33.920000,근데 그 차는 또 뭐야?,32.56,33.92,But what is that car again?,But what else is that car?,But what's with the car?
0003,16,0 days 00:00:33.920000,0 days 00:00:36.140000,나 이제 곧 드라마 촬영이 잤냐.,33.92,36.14,Am I about to finish filming the drama?,I'm about to shoot a drama.,I'm about to start filming a soap opera.
0003,17,0 days 00:00:36.140000,0 days 00:00:37.640000,그래서 하나 장만 했지?,36.14,37.64,"So you bought one, right?","So you only bought one, right?","So you only bought one, right?"
0003,18,0 days 00:00:37.640000,0 days 00:00:40.560000,"참, 나 뭐 그 대단한 역할이라고 차까지 사.",37.64,40.56,"By the way, I even bought a car for such a great role.","Well, I even bought a car for that great role.","Oh, and I bought a car for being such a great role model."
0003,19,0 days 00:00:40.560000,0 days 00:00:41.560000,"아, 시끄럽고.",40.56,41.56,"Ah, it's noisy.","Oh, it's noisy.","Oh, and loud."
0003,20,0 days 00:00:41.560000,0 days 00:00:43.760000,"야, 추운데 타. 내 집까지 찾아줄게.",41.56,43.76,"Hey, it's cold. Get in. I'll find you my house.","Hey, it's cold, but I'll find you to my house.","Hey, it's cold, get in. I'll take you to my house."
0003,21,0 days 00:00:43.760000,0 days 00:00:45.360000,"아유, 참.",43.76,45.36,"Ah, indeed.","Ayu, true.",Oops.
0003,22,0 days 00:00:46.440000,0 days 00:00:48.760000,레베카.,46.44,48.76,Rebecca.,Rebecca.,Rebecca.
0003,23,0 days 00:00:51.480000,0 days 00:00:52.680000,환영합니다.,51.48,52.68,welcome.,Welcome.,Welcome.
0003,24,0 days 00:00:52.680000,0 days 00:00:54.560000,"아유, 얼마나 오래된 거야, 이거?",52.68,54.56,"Wow, how old is this?","Ayu, how old is this?","Ouch, how old is this, this?"
0003,25,0 days 00:00:54.560000,0 days 00:00:55.600000,불러가기나 해?,54.56,55.6,Can you call me?,Do you want to call me?,Recall?
0003,26,0 days 00:00:55.600000,0 days 00:00:56.500000,당연하지.,55.6,56.5,of course.,Of course.,Of course.
0003,27,0 days 00:00:56.500000,0 days 00:00:58.960000,이 보기보다 이 레베카가 엄청 잘 나가거든?,56.5,58.96,"This Rebecca is a lot better than she looks, right?",This Rebecca is much better than it looks.,Because this Rebecca is way better looking than this one.
0003,28,0 days 00:00:59.900000,0 days 00:01:01.900000,"자, 그럼 출발합니다.",59.9,61.9,"Okay then, let's go.","So, let's go.","Okay, let's get started."
0003,29,0 days 00:01:06.460000,0 days 00:01:08.220000,"아유, 레베카.",66.46,68.22,"Wow, Rebecca.","Ayu, Rebecca.","Ouch, Rebecca."
0003,30,0 days 00:01:08.220000,0 days 00:01:10.900000,뭐야? 설마 지금 시동 꺼진 거야?,68.22,70.9,what? Is it really true that the engine is off now?,What the heck? Could it be that the ignition is off now?,"What the heck, is it off now?"
0003,31,0 days 00:01:10.900000,0 days 00:01:12.660000,"괜찮아, 괜찮아.",70.9,72.66,"It's okay, it's okay.","It's okay, it's okay.","It's okay, it's okay."
0003,32,0 days 00:01:12.660000,0 days 00:01:14.660000,"시동이야, 다시 그러면 되지 뭐.",72.66,74.66,"It's a start, just do it again.","It's starting, and it can't be done again.","It's a startup, we'll do it again."
0003,33,0 days 00:01:20.500000,0 days 00:01:21.180000,"뭐야, 이거?",80.5,81.18,What is this?,What is this?,What is this?
0003,34,0 days 00:01:21.180000,0 days 00:01:23.300000,"아이, 괜찮아, 괜찮아.",81.18,83.3,"Baby, it's okay, it's okay.","Child, it's okay, it's okay.","Ai, it's okay, it's okay."
0003,35,0 days 00:01:23.300000,0 days 00:01:25.460000,안전벨트 다시 깨면 되지 뭐.,83.3,85.46,Why not just break the seat belt again?,You can break your seat belt again.,I'll just have to fasten my seatbelt again.
0003,36,0 days 00:01:25.460000,0 days 00:01:26.460000,자.,85.46,86.46,ruler.,Ruler.,Now.
0003,37,0 days 00:01:29.960000,0 days 00:01:31.860000,"아이, 괜찮아, 괜찮아.",89.96,91.86,"Baby, it's okay, it's okay.","Child, it's okay, it's okay.","Ai, it's okay, it's okay."
0003,38,0 days 00:01:31.860000,0 days 00:01:33.260000,"괜찮아, 뭐 괜찮아?",91.86,93.26,Are you okay? Are you okay?,"Okay, what's okay?","You're okay, what's wrong?"
0003,39,0 days 00:01:33.260000,0 days 00:01:34.340000,나 내릴래.,93.26,94.34,I want to get off.,I'll get off.,I'm out.
0003,40,0 days 00:01:34.340000,0 days 00:01:35.980000,"이거 왜, 왜 안 열려?",94.34,95.98,Why isn't this opening?,Why is this not open?,"Why, why won't this open?"
0003,41,0 days 00:01:35.980000,0 days 00:01:36.780000,왜 안 열려?,95.98,96.78,Why doesn't it open?,Why isn't it open?,Why won't it open?
0003,42,0 days 00:01:36.780000,0 days 00:01:37.540000,그거 안 열려.,96.78,97.54,It doesn't open.,It won't open.,It won't open.
0003,43,0 days 00:01:37.540000,0 days 00:01:38.980000,그거 밖에서만 열려.,97.54,98.98,It's only open outside.,It's only open outside.,Only open outside of that.
0003,44,0 days 00:01:38.980000,0 days 00:01:40.340000,뭐?,98.98,100.34,what?,What?,What?
0003,45,0 days 00:01:40.340000,0 days 00:01:42.220000,"아이, 괜찮아, 괜찮아.",100.34,102.22,"Baby, it's okay, it's okay.","Child, it's okay, it's okay.","Ai, it's okay, it's okay."
0003,46,0 days 00:01:42.220000,0 days 00:01:44.780000,"아니, 문이야. 내가 나가서 밖에서 열어주면 되지 뭐.",102.22,104.78,"No, it's a door. I can go out and open it outside.","No, it's a door. I can go out and open it outside.","No, it's a door. I'll go out and open it from the outside."
0003,47,0 days 00:01:44.780000,0 days 00:01:45.620000,"아유, 진짜.",104.78,105.62,"Wow, really.","Ayu, really.","Ouch, really."
0003,48,0 days 00:01:45.620000,0 days 00:01:46.580000,"야, 야, 야.",105.62,106.58,"Hey, hey, hey.",Hey hey hey.,"Hey, hey, hey."
0003,49,0 days 00:01:46.580000,0 days 00:01:47.580000,"야, 레베카.",106.58,107.58,Hey Rebecca.,"Hey, Rebecca.","Hey, Rebecca."
0003,50,0 days 00:01:47.580000,0 days 00:01:48.820000,"야, 뭐야?",107.58,108.82,"Hey, what is it?","Hey, what is it?","Hey, what's up?"
0003,51,0 days 00:01:48.820000,0 days 00:01:50.580000,"이거 왜, 왜 떨어져, 이거?",108.82,110.58,"Why is this, why is it falling?","Why is this, why is it falling, this?","What's wrong with this, why is it falling off, this?"
0003,52,0 days 00:01:50.580000,0 days 00:01:51.980000,"아유, 레베카 좀 놔둬.",110.58,111.98,"Oh, leave Rebecca alone.","Ayu, leave Rebecca alone.","Ouch, Rebecca, leave her alone."
0003,53,0 days 00:01:51.980000,0 days 00:01:53.180000,속이 다 보여.,111.98,113.18,I can see everything inside.,I can see the inside.,You can see through it.
0003,54,0 days 00:01:53.180000,0 days 00:01:54.780000,"아유, 레베카가 원래 투명한 친구야.",113.18,114.78,"Wow, Rebecca is actually a transparent friend.","Ayu, Rebecca is originally an invisible friend.","Oops, Rebecca's the transparent one."
0003,55,0 days 00:01:54.780000,0 days 00:01:55.340000,가만있어 봐.,114.78,115.34,Just stay still.,Stay still.,Try being still.
0003,56,0 days 00:01:55.340000,0 days 00:01:57.140000,"조립이야, 뭐야 이게?",115.34,117.14,"Assembly, what is this?","Assembly, what is this?","Assembly, what is this?"
0003,57,0 days 00:01:57.140000,0 days 00:01:58.340000,"어, 걸렸다.",117.14,118.34,"Oh, I got caught.","Uh, I got caught.","Uh, it got stuck."
0003,58,0 days 00:01:58.480000,0 days 00:02:00.920000,"자, 이제 그럼 출발합니다.",118.48,120.92,"Now then, let's go.","Well, now let's go.","So, let's get started."
0003,59,0 days 00:02:00.920000,0 days 00:02:01.920000,"어, 어, 어.",120.92,121.92,"Uh, uh, uh.","Uh, uh, uh.","Uh, uh, uh, uh."
0003,60,0 days 00:02:01.920000,0 days 00:02:02.920000,"어, 어, 어.",121.92,122.92,"Uh, uh, uh.","Uh, uh, uh.","Uh, uh, uh, uh."
0003,61,0 days 00:02:02.920000,0 days 00:02:03.920000,"어, 어, 어.",122.92,123.92,"Uh, uh, uh.","Uh, uh, uh.","Uh, uh, uh, uh."
0003,62,0 days 00:02:03.920000,0 days 00:02:04.920000,"어, 어, 어.",123.92,124.92,"Uh, uh, uh.","Uh, uh, uh.","Uh, uh, uh, uh."
0003,63,0 days 00:02:04.920000,0 days 00:02:05.920000,"어, 어, 어.",124.92,125.92,"Uh, uh, uh.","Uh, uh, uh.","Uh, uh, uh, uh."
0003,64,0 days 00:02:05.920000,0 days 00:02:06.920000,"어, 어, 어.",125.92,126.92,"Uh, uh, uh.","Uh, uh, uh.","Uh, uh, uh, uh."
0003,65,0 days 00:02:06.920000,0 days 00:02:07.920000,레베카.,126.92,127.92,Rebecca.,Rebecca.,Rebecca.
0003,66,0 days 00:02:07.920000,0 days 00:02:08.920000,나의 레베카.,127.92,128.92,My Rebecca.,My Rebecca.,My Rebecca.
0003,67,0 days 00:02:08.920000,0 days 00:02:09.920000,나의 레베카.,128.92,129.92,My Rebecca.,My Rebecca.,My Rebecca.
0003,68,0 days 00:02:09.920000,0 days 00:02:10.920000,나의 레베카.,129.92,130.92,My Rebecca.,My Rebecca.,My Rebecca.
0003,69,0 days 00:02:10.920000,0 days 00:02:11.920000,나의 레베카.,130.92,131.92,My Rebecca.,My Rebecca.,My Rebecca.
0003,70,0 days 00:02:11.920000,0 days 00:02:12.920000,나의 레베카.,131.92,132.92,My Rebecca.,My Rebecca.,My Rebecca.
0003,71,0 days 00:02:12.920000,0 days 00:02:13.920000,나의 레베카.,132.92,133.92,My Rebecca.,My Rebecca.,My Rebecca.
0003,72,0 days 00:02:13.920000,0 days 00:02:14.920000,나의 레베카.,133.92,134.92,My Rebecca.,My Rebecca.,My Rebecca.
0003,73,0 days 00:02:14.920000,0 days 00:02:15.920000,나의 레베카.,134.92,135.92,My Rebecca.,My Rebecca.,My Rebecca.
0003,74,0 days 00:02:15.920000,0 days 00:02:16.920000,"경구, 왜 저래?",135.92,136.92,"Gyeonggi, why are you like that?","Orally, why do you do that?","Oral, what's wrong?"
0003,75,0 days 00:02:16.920000,0 days 00:02:17.920000,죽을 뻔했네.,136.92,137.92,I almost died.,I almost died.,You almost died.
0003,76,0 days 00:02:17.920000,0 days 00:02:18.920000,죽은다.,137.92,138.92,die.,die.,Dead.
0003,77,0 days 00:02:18.920000,0 days 00:02:21.920000,"형, 레베카가 그거 타나 봐라 내가.",138.92,141.92,"Brother, let's see if Rebecca rides it.","Brother, Rebecca will ride it.","Dean, see if Rebecca can get on it. I can."
0003,78,0 days 00:02:21.920000,0 days 00:02:23.920000,"에이, 그 사내자식이 겁만 많아가지고.",141.92,143.92,"Oh, that boy is so scared.","Oh, that boy is just scared.","Man, that guy's getting cowardly."
0003,79,0 days 00:02:23.920000,0 days 00:02:24.920000,"괜찮아, 괜찮아.",143.92,144.92,"It's okay, it's okay.","It's okay, it's okay.","It's okay, it's okay."
0003,80,0 days 00:02:24.920000,0 days 00:02:25.920000,"하지 마, 그거.",144.92,145.92,Don't do that.,Don't do that.,"Don't, that."
0003,81,0 days 00:02:26.500000,0 days 00:02:27.500000,"도식 씨, 솔이 이리주세요.",146.5,147.5,"Mr. Do-sik, please give me Sol.","Mr. Do-sik, please come here.","Mr. Schematic, give me the brush."
0003,82,0 days 00:02:27.500000,0 days 00:02:28.500000,고생하셨어요.,147.5,148.5,Thank you for your hard work.,You have had a hard time.,Thank you for your efforts.
0003,83,0 days 00:02:28.500000,0 days 00:02:29.500000,엄마한테 가자.,148.5,149.5,Let's go to mom.,Let's go to mom.,Let's go to my mom.
0003,84,0 days 00:02:29.500000,0 days 00:02:30.500000,"아, 솔아 보고 싶었어.",149.5,150.5,"Ah, I missed Sol-ah.","Oh, I missed you.","Oh, I missed you."
0003,85,0 days 00:02:30.500000,0 days 00:02:31.500000,"아, 보고 싶었어.",150.5,151.5,"Oh, I missed you.","Oh, I missed you.","Ah, I missed you."
0003,86,0 days 00:02:31.500000,0 days 00:02:32.500000,"아, 보고 싶었어.",151.5,152.5,"Oh, I missed you.","Oh, I missed you.","Ah, I missed you."
0003,87,0 days 00:02:32.500000,0 days 00:02:33.500000,나도 보고 싶었어.,152.5,153.5,I missed you too.,I missed you too.,I missed you too.
0004,1,0 days 00:00:00,0 days 00:00:03.180000,"서진아, 저기. 저 갈대를 좀 봐봐.",0.0,3.18,"Seojin, over there. Look at those reeds.","Seo Jin-ah, over there. Look at that reed.","Seo Jin, look. Look at those reeds."
0004,2,0 days 00:00:05.180000,0 days 00:00:06.680000,"아, 봐봐. 저 갈대.",5.18,6.68,"Oh, look. That reed.","Oh, look. That reed.","Ah, look. Those reeds."
0004,3,0 days 00:00:08.680000,0 days 00:00:12.740000,"저 갈대는 바람이 불면 흔들리지만, 절대로 넘어지지 않잖아.",8.68,12.74,"That reed shakes when the wind blows, but it never falls.","Those reeds shake when the wind blows, but they never fall.","That reed sways in the wind, but it never falls over."
0004,4,0 days 00:00:12.740000,0 days 00:00:13.540000,근데...,12.74,13.54,however...,But...,But...
0004,5,0 days 00:00:13.540000,0 days 00:00:21.340000,"그러니까, 너도 지금 이 모진 바람을 이겨낸다면, 저 갈대처럼 다시 일어나, 아름다운 꽃을 피울 수 있다라는 거지.",13.54,21.34,"So, if you can overcome this harsh wind, you can rise again like that reed and bloom a beautiful flower.","So, if you can overcome this strong wind now, you can rise again like that reed and bloom beautifully.","The point is, if you can weather the storm, you, like that reed, can rise again and blossom into a beautiful flower."
0004,6,0 days 00:00:22.300000,0 days 00:00:23.540000,무슨 뜻인지 알겠어?,22.3,23.54,Do you know what I mean?,Do you know what I mean?,See what I mean?
0004,7,0 days 00:00:23.540000,0 days 00:00:26.340000,"알았어. 알았어니까, 얼른 집에 가자, 어?",23.54,26.34,"okay. Okay, let's go home right away, okay?","All right. Okay, let's go home quickly, huh?","Okay. Okay, let's go home, okay?"
0004,8,0 days 00:00:26.780000,0 days 00:00:30.780000,이 자식. 너도 오빠 말 들으니까 힘이 좀 나고 그러는구나?,26.78,30.78,This bastard. I guess you feel a little stronger after hearing what you say?,"This bastard. You also feel a little stronger because you listen to your brother, right?","You asshole. You're feeling a little stronger listening to him, aren't you?"
0004,9,0 days 00:00:30.780000,0 days 00:00:33.780000,"응. 힘 나. 힘 나니까 얼른 집에 가자고, 제발.",30.78,33.78,"huh. Power me. I'm feeling stronger so let's go home quickly, please.","I'm strong, so let's go home quickly, please.","Yeah. Come on, come on, come on, let's go home, please."
0004,10,0 days 00:00:34.280000,0 days 00:00:37.080000,이 자식. 이 귀여운 자식.,34.28,37.08,This bastard. This cute bastard.,This bastard. This cute bastard.,This bastard. You cute little bastard.
0004,11,0 days 00:00:37.080000,0 days 00:00:38.580000,"그래, 알았어. 가자.",37.08,38.58,"Okay, okay. let's go.","yes, okay. Let's go.","Okay, okay, let's go."
0004,12,0 days 00:00:40.280000,0 days 00:00:42.580000,"자, 그럼 이제 출발합니다.",40.28,42.58,"Okay then, let’s go now.","Well, let's go.","Okay, let's get started."
0004,13,0 days 00:00:43.180000,0 days 00:00:44.380000,출발합니다.,43.18,44.38,Let's go.,Let's go.,Depart.
0004,14,0 days 00:00:47.080000,0 days 00:00:47.780000,왜 이래?,47.08,47.78,Why is this happening?,Why is this?,What's wrong?
0004,15,0 days 00:00:47.780000,0 days 00:00:49.280000,괜찮아. 괜찮아.,47.78,49.28,are you okay. are you okay.,It's all right. It's all right.,"It's okay, it's okay."
0004,16,0 days 00:00:50.080000,0 days 00:00:52.280000,나 괜찮아. 이 자식 못 피우는데.,50.08,52.28,I'm fine. This kid can't smoke.,I'm fine. I can't smoke this bastard.,I'm fine. I can't smoke this shit.
0004,17,0 days 00:00:52.280000,0 days 00:00:53.780000,"아이, 얘를 죽여.",52.28,53.78,"Boy, kill him.","Child, kill him.","Ai, kill him."
0004,18,0 days 00:00:57.080000,0 days 00:00:58.780000,"이 중기, 잘했어.",57.08,58.78,"Lee Joong-ki, good job.","This middle period, well done.","This midterm, well done."
0004,19,0 days 00:01:01.880000,0 days 00:01:03.580000,"이거 왜, 이거 왜 이래? 이거 왜 이래?",61.88,63.58,"Why is this, why is this like this? Why is this like this?","Why is this, why is this happening? Why is this happening?","What's wrong with this, what's wrong with this, what's wrong with this, what's wrong with this?"
0004,20,0 days 00:01:05.080000,0 days 00:01:06.280000,"야, 이거 왜... 야!",65.08,66.28,"Hey, why is this... Hey!","Hey, why is this... Hey man!","Hey, what the... Hey!"
0004,21,0 days 00:01:06.780000,0 days 00:01:08.780000,"야, 이거 왜... 야, 야, 야, 야.",66.78,68.78,"Hey, why is this... Hey, hey, hey, hey.","Hey, why is this... Hey hey hey hey.","Hey, what the... Hey, hey, hey, hey, hey."
0004,22,0 days 00:01:08.780000,0 days 00:01:10.280000,"서진아, 강서진. 이리 와, 이리 와, 이리 와.",68.78,70.28,"Seo Jin-ah, Kang Seo-jin. Come here, come here, come here.","Seo Jin-ah, Kang Seo-jin. Come here, come here, come here.","Seo Jin Ah, Seo Jin Kang. Come here, come here, come here, come here."
0004,23,0 days 00:01:10.280000,0 days 00:01:13.080000,"야, 이거 좀 떼봐. 이거 운전자 방해한단 말이야, 빨리.",70.28,73.08,"Hey, take this off. This thing is disturbing the driver, hurry.","Hey, take this off. This is interfering with the driver, quickly.","Hey, get this off me. It's distracting the driver, come on."
0004,24,0 days 00:01:13.080000,0 days 00:01:15.280000,"아, 가지가지 한다, 진짜.",73.08,75.28,"Oh, it varies, really.","Oh, it's different, really.","Oh, I'm coming, man."
0004,25,0 days 00:01:16.280000,0 days 00:01:18.080000,뭐야? 이거 왜 이래?,76.28,78.08,what? Why is this like this?,What the heck? Why is this happening?,What is this? What's going on?
0004,26,0 days 00:01:18.080000,0 days 00:01:21.580000,"어, 야, 그거 고장났어. 야, 이거 빨리 떼봐. 이거 봐, 이거 상원한단 말이야, 이거.",78.08,81.58,"Uh, hey, that thing is broken. Hey, take this off quickly. Look at this, this is in the Senate, this.","Uh, hey, that's broken. Hey, take this off quickly. Look at this, this is the Senate, this.","Uh, dude, that's broken. Dude, get this off. Look at this, this is the Senate, this."
0004,27,0 days 00:01:21.580000,0 days 00:01:24.080000,"아, 내가 미쳐. 차도 어디 있어.",81.58,84.08,"Oh, I'm going crazy. Where is the car?","Oh, I'm crazy. Where is the car?","Oh, I'm crazy. Where's the car?"
0004,28,0 days 00:01:24.320000,0 days 00:01:26.480000,"아, 내가 미쳐. 차도 어디 있어.",84.32,86.48,"Oh, I'm going crazy. Where is the car?","Oh, I'm crazy. Where is the car?","Oh, I'm crazy. Where's the car?"
0004,29,0 days 00:01:26.480000,0 days 00:01:27.480000,빠듬어 사가지고.,86.48,87.48,I snatched it up and bought it.,Buy it quickly.,Go get it.
0004,30,0 days 00:01:34.020000,0 days 00:01:35.020000,"아우, 잘했다, 야.",94.02,95.02,"Aww, good job, hey.","Oh, well done, hey.","Ouch, good job, dude."
0004,31,0 days 00:01:37.020000,0 days 00:01:37.720000,"아, 이거 왜 이래?",97.02,97.72,"Ah, why is this like this?","Oh, why is this happening?","Oh, what's wrong with this?"
0004,32,0 days 00:01:37.720000,0 days 00:01:38.520000,"왜, 왜, 왜?",97.72,98.52,"Why, why, why?","Why, why, why?","Why, why, why?"
0004,33,0 days 00:01:39.020000,0 days 00:01:40.720000,"아이씨, 오빠. 이거 어떻게 좀 해봐.",99.02,100.72,"Hey, brother. Please do something about this.","Ai, brother. How can I do this?","Hey, brother. Do something about this."
0004,34,0 days 00:01:40.720000,0 days 00:01:41.720000,"야, 야, 기다려봐.",100.72,101.72,"Hey, hey, wait.","Hey, hey, wait and see.","Hey, hey, hey, wait."
0004,35,0 days 00:01:44.220000,0 days 00:01:45.320000,"아, 더 올라가, 더 올라가.",104.22,105.32,"Ah, go higher, go higher.","Oh, go up, go up.","Ah, higher, higher, higher."
0004,36,0 days 00:01:45.320000,0 days 00:01:46.720000,"아, 이거 안 되겠다. 이거 안 돼, 안 돼, 안 돼.",105.32,106.72,"Oh, this won't work. This can't be done, this can't be done, this can't be done.","Oh, this won't work. This is no good, no way, no way.","Oh, this isn't going to work. This won't work, this won't work, this won't work."
0004,37,0 days 00:01:46.720000,0 days 00:01:48.820000,"아, 그럼 뭐 차려주세요, 보드가.",106.72,108.82,"Oh, then please prepare something for me, board.","Oh, then please set up a board.","Oh, well, serve me something then, Bodgar."
0004,38,0 days 00:01:48.820000,0 days 00:01:50.920000,"차를 지금 어떻게 차려주세요? 차랑 같이 차 오른데, 이씨.",108.82,110.92,"How would you like the tea now? I’m riding with the car, Mr. Lee.","How do you set up your car now? I got up with the car, Mr. Lee.","How would you like your car now? I'm coming with you, Mr. Lee."
0004,39,0 days 00:01:50.920000,0 days 00:01:52.320000,"아, 그럼 이렇게 해서 가라고.",110.92,112.32,"Ah, then go like this.","Oh, then go like this.","Ah, so this is how you go."
0004,40,0 days 00:01:52.360000,0 days 00:01:54.160000,"아, 기다려봐. 여기, 여기 사거리 좀 차려볼게.",112.36,114.16,"Oh, wait. Here, I'll set up an intersection here.","Oh, wait. Here, let's take a look at the crossroads.","Oh, wait. Here, here, let me set up an intersection."
0004,41,0 days 00:01:54.160000,0 days 00:01:54.960000,"기다려봐, 아, 참아.",114.16,114.96,"Wait, wait, wait.","Wait, oh, be patient.","Wait, ah, hold on."
0004,42,0 days 00:01:54.960000,0 days 00:01:55.960000,"아, 아!",114.96,115.96,iced coffee!,"Oh, ah!","Ah, ah!"
0004,43,0 days 00:01:56.460000,0 days 00:01:58.260000,"오빠, 어떻게 나한테 이럴 수 있어?",116.46,118.26,"Brother, how could you do this to me?","Brother, how can you do this to me?","Brother, how could you do this to me?"
0004,44,0 days 00:01:58.260000,0 days 00:01:59.060000,어떻게?,118.26,119.06,how?,How to?,How?
0004,45,0 days 00:01:59.060000,0 days 00:02:01.360000,"나 원래 이런 놈이야, 몰랐어?",119.06,121.36,"I’m basically this kind of guy, didn’t you know?","I was originally like this, didn't you?","I'm this kind of guy, didn't you know?"
0004,46,0 days 00:02:01.360000,0 days 00:02:05.960000,"그리고 뭐 살다 보면 다른 여자도 만날 수도 있고 그런 거 지금 별것도 아닌 거 가지고 오바야, 이씨.",121.36,125.96,"And, as you live, you may meet other women, and that's not a big deal right now. Oh, Mr. Lee.","And well, in life, you can meet other women, and you can take something like that now, Mr. Lee.","And you may meet other women in your life, and you may meet other women, and that's not a big deal right now, Mr. Lee."
0004,47,0 days 00:02:05.960000,0 days 00:02:07.160000,그걸 지금 말이라고 해?,125.96,127.16,Are you saying that now?,Do you call that now?,You call that a horse now?
0004,48,0 days 00:02:07.860000,0 days 00:02:08.860000,바쁜 자식.,127.86,128.86,Busy bastard.,Busy child.,Busy bastard.
0004,49,0 days 00:02:09.720000,0 days 00:02:11.420000,"아, 그래, 그래. 야, 한 대 때려, 어?",129.72,131.42,"Ah, yes, yes. Hey, hit me, okay?","Oh, yes, yes. Hey, hit me, huh?","Oh, yeah, yeah, yeah. Hey, punch him, huh?"
0004,50,0 days 00:02:11.420000,0 days 00:02:13.620000,한 대 시원하게 때리고 우리 쿨하고 아름답게 이별하자.,131.42,133.62,Let's give him a nice slap and say goodbye coolly and beautifully.,Let's give a cool hit and say goodbye coolly and beautifully.,Let's slap him and part ways cool and beautiful.
0004,51,0 days 00:02:13.620000,0 days 00:02:15.220000,"자, 때려. 준비됐어.",133.62,135.22,"Now, hit it. I'm ready.","Now, hit me. I'm ready.","Okay, hit it. I'm ready."
0004,52,0 days 00:02:15.220000,0 days 00:02:16.020000,들어와.,135.22,136.02,Come in.,Come in.,Come in.
0004,53,0 days 00:02:16.020000,0 days 00:02:17.320000,"야, 빨리 그만 질이자고.",136.02,137.32,"Hey, let's stop crying quickly.","Hey, let's stop doing it quickly.","Dude, let's just stop bullshitting already."
0004,54,0 days 00:02:17.320000,0 days 00:02:18.820000,"자, 아름답게 이별하자.",137.32,138.82,"Now, let’s bid farewell to each other beautifully.","Now, let's say goodbye beautifully.","Now, let's part ways beautifully."
0004,55,0 days 00:02:18.820000,0 days 00:02:19.320000,때려!,138.82,139.32,Hit me!,Hit me!,Hit!
